Device_ID,IoMT_Type,Location,Data_Transferred_MB,Access_Time(ms),Auth_Method,Requests_Per_Minute,Data_Format,OS_Type,Alert_Level,Attack_Type
D0079,Monitor,Ward,103.56,3762,Password,71,JSON,Android,High,Data Breach
D0073,Monitor,Clinic,182.45,1417,Password,78,HL7,Windows,Low,Malware Injection
D0039,Monitor,ER,251.96,871,Biometric,63,FHIR,Android,Low,Malware Injection
D0052,Wearable,ER,345.35,504,Two-Factor,73,XML,RTOS,Critical,Data Breach
D0071,Implant,Clinic,20.14,1674,Biometric,19,HL7,Linux,Critical,Malware Injection
D0001,Implant,ICU,399.81,2822,Password,47,FHIR,Windows,Medium,Data Breach
D0039,Infusion Pump,Clinic,314.14,3776,Token,14,XML,Android,Critical,Phishing
D0037,Sensor,ER,41.34,3197,Password,38,HL7,Android,High,Data Breach
D0027,Wearable,Home,436.85,4139,Password,53,XML,Linux,Medium,Data Breach
D0056,Implant,ICU,460.48,4856,Two-Factor,61,FHIR,Linux,Low,Phishing
D0075,Wearable,ER,31.01,2240,Password,36,JSON,Windows,High,None
D0078,Wearable,Home,138.8,966,Biometric,40,FHIR,Windows,High,Data Breach
D0084,Infusion Pump,ICU,403.2,4036,Two-Factor,81,HL7,Android,Critical,Malware Injection
D0042,Implant,Ward,374.26,2925,Two-Factor,30,JSON,Android,High,DoS Attack
D0060,Sensor,Clinic,92.67,1490,Two-Factor,9,XML,RTOS,Medium,Phishing
D0057,Sensor,ICU,105.07,4450,Password,64,XML,Android,Critical,Data Breach
D0057,Sensor,ICU,185.55,785,Two-Factor,33,XML,Linux,High,Phishing
D0087,Monitor,ER,242.52,3618,Two-Factor,52,FHIR,Windows,Low,Phishing
D0028,Implant,Home,309.32,3388,Biometric,89,XML,Android,Critical,Malware Injection
D0066,Monitor,ICU,184.77,3065,Token,14,XML,Windows,Low,Malware Injection
D0061,Monitor,Clinic,231.54,2939,Biometric,75,XML,Android,Medium,Data Breach
D0095,Monitor,ICU,373.86,1011,Biometric,53,FHIR,Linux,Low,Data Breach
D0022,Infusion Pump,ICU,18.82,3039,Token,99,HL7,RTOS,High,Phishing
D0085,Infusion Pump,ER,126.59,3898,Token,59,JSON,RTOS,Low,Phishing
D0011,Wearable,ICU,356.82,1076,Two-Factor,78,XML,Windows,Critical,Phishing
D0037,Wearable,Home,447.66,3915,Biometric,94,FHIR,Linux,Medium,Malware Injection
D0066,Implant,ER,256.08,2913,Password,41,XML,Linux,Critical,Phishing
D0085,Implant,Ward,266.29,2551,Biometric,68,JSON,Linux,High,None
D0082,Infusion Pump,Ward,54.03,1997,Token,68,HL7,Android,Low,Data Breach
D0080,Wearable,ER,223.98,1227,Two-Factor,92,HL7,RTOS,High,Data Breach
D0043,Wearable,Home,266.54,4810,Two-Factor,8,XML,Linux,Low,DoS Attack
D0012,Monitor,ER,121.61,61,Two-Factor,2,JSON,Android,Medium,None
D0097,Sensor,ER,134.99,4449,Password,86,XML,Windows,Medium,Phishing
D0031,Sensor,ER,188.95,3414,Password,41,HL7,Android,High,Malware Injection
D0087,Sensor,ER,10.53,3072,Token,55,FHIR,Android,Medium,DoS Attack
D0040,Infusion Pump,ICU,161.38,3421,Two-Factor,16,FHIR,Linux,Low,Malware Injection
D0029,Sensor,Clinic,106.12,2880,Biometric,93,FHIR,Windows,Low,Malware Injection
D0026,Sensor,Ward,164.08,92,Two-Factor,62,JSON,RTOS,Critical,Phishing
D0019,Monitor,Home,60.32,993,Biometric,48,JSON,Windows,Low,Phishing
D0004,Implant,ICU,445.32,2440,Biometric,30,HL7,Windows,Critical,Phishing
D0006,Infusion Pump,Ward,297,2595,Password,12,JSON,Windows,Medium,None
D0032,Wearable,Clinic,339.71,2461,Two-Factor,35,HL7,Windows,Critical,None
D0061,Monitor,ER,394.69,1054,Token,11,HL7,Linux,High,None
D0079,Sensor,Clinic,249.47,70,Two-Factor,64,XML,Android,Low,DoS Attack
D0099,Wearable,Ward,43.92,456,Two-Factor,50,FHIR,RTOS,High,Malware Injection
D0010,Monitor,Ward,268.78,1064,Token,85,FHIR,RTOS,Critical,Phishing
D0059,Infusion Pump,ICU,293.63,4481,Token,21,HL7,Android,Medium,Phishing
D0054,Sensor,ICU,372.85,1888,Two-Factor,69,JSON,RTOS,Critical,Phishing
D0081,Infusion Pump,Home,216.11,3238,Token,48,HL7,Windows,High,None
D0074,Monitor,ER,64.23,764,Biometric,20,FHIR,Linux,Critical,None
D0025,Wearable,Clinic,142.25,4196,Password,67,XML,Windows,High,None
D0092,Implant,ER,181.86,3904,Token,44,FHIR,Windows,Low,Phishing
D0090,Sensor,Clinic,323.14,4469,Biometric,33,HL7,Linux,High,Data Breach
D0050,Infusion Pump,ER,285.6,4934,Password,73,HL7,RTOS,High,Malware Injection
D0064,Wearable,Ward,178.37,190,Token,61,FHIR,Linux,High,None
D0052,Wearable,Ward,493.26,4615,Password,9,FHIR,Android,High,Malware Injection
D0032,Implant,ER,303.08,4932,Two-Factor,68,JSON,Android,Critical,Phishing
D0019,Monitor,Home,118.99,1013,Token,35,XML,Android,Low,None
D0084,Implant,Ward,51.34,422,Biometric,81,FHIR,Linux,Medium,DoS Attack
D0089,Implant,Home,76.85,3685,Biometric,98,XML,Android,Critical,None
D0001,Monitor,Ward,123.36,2591,Password,88,XML,Windows,Critical,Malware Injection
D0097,Monitor,ICU,80.76,3660,Biometric,96,JSON,Windows,Critical,DoS Attack
D0099,Monitor,ICU,93.69,1742,Biometric,65,HL7,Android,High,Phishing
D0014,Wearable,ER,142.91,155,Token,8,XML,Android,Medium,Phishing
D0100,Wearable,Clinic,87.1,1731,Password,45,XML,Android,Critical,Malware Injection
D0055,Sensor,ICU,448.43,4147,Biometric,87,XML,Android,Critical,Phishing
D0029,Sensor,Ward,40.58,4066,Two-Factor,47,XML,Linux,Medium,None
D0023,Implant,Ward,262.49,2686,Token,40,HL7,Linux,Low,DoS Attack
D0090,Implant,ICU,205.49,2187,Biometric,76,JSON,Windows,Medium,Phishing
D0067,Sensor,ICU,491.2,3466,Biometric,54,XML,RTOS,Medium,Phishing
D0060,Infusion Pump,Clinic,56.46,4495,Biometric,76,FHIR,Windows,High,Malware Injection
D0007,Implant,ICU,199.23,3580,Token,46,HL7,Linux,Critical,Data Breach
D0072,Infusion Pump,ER,484.75,1336,Token,47,JSON,Windows,High,DoS Attack
D0032,Infusion Pump,Clinic,432.82,3229,Password,15,FHIR,Windows,Low,Data Breach
D0016,Monitor,ICU,408.63,3704,Token,19,FHIR,Linux,Critical,Phishing
D0059,Wearable,Ward,129.32,2409,Biometric,26,FHIR,RTOS,Low,DoS Attack
D0018,Sensor,ICU,85.86,494,Biometric,52,XML,Linux,Low,Phishing
D0060,Wearable,ER,334.49,85,Two-Factor,93,XML,Windows,Critical,Data Breach
D0086,Sensor,ER,464.72,1525,Token,22,FHIR,Linux,High,None
D0068,Wearable,Ward,278.6,4007,Biometric,21,JSON,RTOS,Critical,Data Breach
D0072,Sensor,Clinic,286.02,1848,Two-Factor,51,XML,RTOS,Medium,None
D0077,Wearable,Ward,140.35,1895,Password,38,JSON,Linux,Critical,DoS Attack
D0041,Monitor,ICU,384.86,1458,Password,20,XML,Linux,Medium,None
D0097,Infusion Pump,Ward,93.93,1758,Password,29,XML,Linux,Medium,Phishing
D0057,Sensor,Clinic,162.18,2988,Biometric,51,XML,Android,Medium,Data Breach
D0079,Infusion Pump,Home,213.01,1350,Biometric,4,JSON,Windows,Critical,DoS Attack
D0093,Sensor,Ward,254.05,1293,Password,55,XML,Windows,High,Phishing
D0065,Sensor,Clinic,121.58,4026,Two-Factor,71,JSON,RTOS,Critical,Phishing
D0055,Monitor,Home,57.86,3147,Password,92,XML,Windows,Low,DoS Attack
D0071,Wearable,Clinic,305.5,4666,Token,28,HL7,Android,High,Phishing
D0058,Sensor,Clinic,144.67,59,Biometric,4,XML,RTOS,High,Data Breach
D0021,Wearable,Home,290.83,2475,Biometric,22,FHIR,Linux,Critical,None
D0096,Monitor,Ward,77.6,1710,Token,76,JSON,Linux,Critical,Data Breach
D0061,Implant,Home,240.83,2681,Biometric,45,HL7,RTOS,Medium,DoS Attack
D0058,Infusion Pump,Ward,266.53,4865,Token,67,JSON,RTOS,Low,Malware Injection
D0034,Sensor,Clinic,26.39,1122,Password,86,XML,RTOS,Low,Phishing
D0097,Monitor,Ward,168.63,3275,Password,66,FHIR,Android,Medium,Data Breach
D0032,Wearable,ER,67.64,1366,Biometric,88,FHIR,Linux,High,Data Breach
D0082,Sensor,Home,32.16,4195,Biometric,34,FHIR,Android,High,Data Breach
D0036,Wearable,Home,494.99,3733,Password,91,XML,Linux,Critical,Data Breach
D0099,Implant,ICU,161.52,3323,Token,55,XML,RTOS,Low,None
D0100,Sensor,Clinic,405.03,195,Password,1,FHIR,Android,High,Phishing
D0067,Infusion Pump,Clinic,127.69,3090,Token,72,XML,Windows,Critical,Malware Injection
D0063,Sensor,Ward,340.91,1512,Two-Factor,87,XML,Linux,Medium,Phishing
D0081,Infusion Pump,ER,380.23,4726,Password,38,HL7,RTOS,Critical,Phishing
D0031,Wearable,Clinic,298.02,1634,Token,6,XML,RTOS,Medium,DoS Attack
D0036,Sensor,ER,236.05,532,Token,86,HL7,Android,Low,Data Breach
D0057,Monitor,ICU,206.21,3229,Token,25,FHIR,Windows,Low,Data Breach
D0010,Monitor,Home,174.76,1299,Biometric,82,JSON,Windows,High,None
D0092,Implant,ER,464.8,4818,Biometric,17,XML,Linux,Critical,Malware Injection
D0037,Monitor,Clinic,415.39,680,Two-Factor,61,FHIR,Linux,Low,Malware Injection
D0031,Implant,Home,482.53,711,Two-Factor,12,FHIR,Linux,High,DoS Attack
D0035,Wearable,ER,62.59,3553,Token,6,XML,Android,Critical,DoS Attack
D0043,Infusion Pump,ER,365.57,2902,Biometric,90,JSON,RTOS,Critical,DoS Attack
D0041,Wearable,Ward,469.2,2516,Token,27,JSON,Android,High,Data Breach
D0070,Infusion Pump,Home,91.03,1037,Biometric,8,XML,RTOS,Critical,Data Breach
D0011,Infusion Pump,ER,33.71,1596,Biometric,83,FHIR,RTOS,Low,None
D0018,Implant,Ward,370.69,699,Two-Factor,65,XML,RTOS,High,Malware Injection
D0020,Monitor,Clinic,287.45,1018,Token,57,JSON,Windows,Low,Malware Injection
D0030,Monitor,ER,420.99,2687,Token,93,XML,Android,High,DoS Attack
D0050,Implant,Ward,70.32,1150,Biometric,99,FHIR,Android,Medium,Phishing
D0089,Implant,Ward,397.74,490,Biometric,40,JSON,Android,Low,Malware Injection
D0020,Wearable,Home,101.21,819,Password,14,JSON,Windows,Medium,None
D0091,Implant,Ward,82.25,1393,Two-Factor,35,JSON,Windows,High,Data Breach
D0028,Monitor,ER,82.55,4408,Password,48,FHIR,RTOS,Critical,Malware Injection
D0009,Implant,ICU,407.38,3779,Biometric,84,XML,Windows,Medium,None
D0054,Implant,Clinic,332.77,3956,Token,56,JSON,Linux,High,Data Breach
D0053,Infusion Pump,ER,261.77,1627,Biometric,49,FHIR,Linux,Medium,Phishing
D0043,Implant,ER,179.74,4058,Password,13,FHIR,Linux,Low,DoS Attack
D0070,Wearable,Clinic,438.66,3401,Two-Factor,61,HL7,Android,High,DoS Attack
D0060,Implant,Clinic,196.53,4845,Biometric,49,JSON,Linux,High,DoS Attack
D0054,Sensor,Ward,408.39,2399,Token,46,FHIR,Windows,Critical,Malware Injection
D0008,Sensor,ER,219.85,3652,Password,62,XML,Android,High,None
D0027,Infusion Pump,Ward,188.78,1291,Biometric,8,FHIR,Android,Low,DoS Attack
D0054,Infusion Pump,Home,231.61,1175,Token,43,FHIR,Linux,High,Data Breach
D0050,Sensor,Ward,151.04,2651,Token,20,HL7,RTOS,High,None
D0099,Infusion Pump,Home,373.93,1240,Biometric,97,JSON,RTOS,Low,None
D0075,Infusion Pump,ICU,251.61,4181,Password,90,FHIR,Windows,Medium,Malware Injection
D0090,Monitor,ER,116.49,4889,Token,39,XML,Linux,Medium,Malware Injection
D0003,Monitor,Home,449.84,4498,Two-Factor,85,HL7,Windows,Low,Phishing
D0098,Implant,ICU,192.25,122,Password,49,FHIR,RTOS,Medium,Phishing
D0074,Sensor,Clinic,272,1964,Token,64,XML,RTOS,High,Malware Injection
D0049,Wearable,Ward,453.28,2522,Biometric,62,JSON,Linux,High,Malware Injection
D0062,Sensor,ICU,312.31,3096,Biometric,54,HL7,RTOS,High,None
D0001,Sensor,Home,58.89,757,Password,9,FHIR,RTOS,High,None
D0046,Monitor,ER,469.95,1854,Token,88,HL7,RTOS,High,Malware Injection
D0039,Monitor,Clinic,314.04,3763,Token,37,XML,Linux,Low,None
D0097,Infusion Pump,Clinic,167.79,2614,Password,49,JSON,Linux,High,Malware Injection
D0050,Wearable,ICU,70.07,2525,Password,41,JSON,RTOS,Medium,None
D0054,Monitor,ICU,397.12,3660,Password,17,JSON,RTOS,Low,Malware Injection
D0069,Infusion Pump,Ward,310.23,4305,Two-Factor,88,JSON,Android,Medium,Data Breach
D0096,Wearable,Clinic,266.96,2873,Two-Factor,21,FHIR,Linux,High,Malware Injection
D0095,Monitor,Clinic,447,1785,Two-Factor,51,XML,Windows,High,Data Breach
D0070,Sensor,Ward,394.4,1635,Biometric,59,HL7,Windows,Critical,DoS Attack
D0078,Sensor,ER,76.26,116,Two-Factor,39,FHIR,RTOS,Critical,Data Breach
D0029,Wearable,Ward,156.21,3111,Two-Factor,55,HL7,RTOS,High,DoS Attack
D0063,Wearable,Home,124.62,2478,Two-Factor,41,JSON,Android,Medium,Phishing
D0029,Monitor,Home,372.1,4203,Token,39,XML,Android,Low,None
D0035,Monitor,ICU,17.25,391,Two-Factor,13,FHIR,Linux,Medium,Phishing
D0056,Wearable,Ward,285.16,2824,Password,64,HL7,Windows,Medium,Malware Injection
D0063,Wearable,Ward,381.35,2867,Two-Factor,11,HL7,Android,Medium,Data Breach
D0004,Infusion Pump,ICU,438.44,2711,Biometric,19,FHIR,Windows,Medium,DoS Attack
D0050,Infusion Pump,ER,171.37,1282,Biometric,11,HL7,Android,Low,DoS Attack
D0044,Infusion Pump,Ward,410.72,3924,Two-Factor,77,HL7,RTOS,Critical,Data Breach
D0086,Sensor,Clinic,55.76,2451,Password,46,FHIR,Android,Critical,Malware Injection
D0087,Sensor,Ward,423.3,1544,Password,45,XML,Android,Low,Data Breach
D0052,Infusion Pump,ER,64.18,4261,Token,1,FHIR,Linux,Low,Phishing
D0093,Infusion Pump,Ward,198.95,711,Password,40,FHIR,RTOS,Medium,Phishing
D0022,Wearable,Clinic,398.75,3933,Token,19,XML,RTOS,Low,Malware Injection
D0060,Sensor,Home,75.38,3669,Token,76,HL7,Linux,Critical,Data Breach
D0017,Infusion Pump,Home,115.01,1918,Password,72,FHIR,Windows,High,Phishing
D0080,Implant,ER,361.27,2384,Password,72,HL7,RTOS,High,DoS Attack
D0069,Monitor,ER,360.16,3424,Token,61,HL7,RTOS,High,DoS Attack
D0004,Infusion Pump,Clinic,320.75,1066,Biometric,12,HL7,Linux,Medium,None
D0051,Sensor,Home,347.13,4456,Two-Factor,61,FHIR,Windows,Critical,Data Breach
D0076,Infusion Pump,Home,271.59,257,Biometric,33,XML,RTOS,High,Malware Injection
D0073,Implant,Home,126.27,2715,Password,45,JSON,Linux,Medium,DoS Attack
D0085,Wearable,Home,173.18,2543,Password,90,XML,RTOS,High,DoS Attack
D0004,Sensor,Clinic,91.21,682,Token,92,FHIR,Android,Low,Phishing
D0011,Wearable,ER,454.27,2152,Two-Factor,69,XML,Windows,Low,DoS Attack
D0083,Monitor,ER,291.9,3009,Password,8,JSON,Android,Medium,Data Breach
D0055,Wearable,ICU,200.73,3133,Two-Factor,25,XML,Windows,Medium,Data Breach
D0018,Infusion Pump,ER,231.27,4802,Biometric,91,FHIR,Linux,Medium,None
D0060,Implant,Home,473.67,1981,Two-Factor,46,HL7,RTOS,Medium,Phishing
D0024,Wearable,Ward,77.1,3769,Biometric,87,JSON,RTOS,High,Data Breach
D0007,Implant,Home,293.32,2612,Password,30,XML,Linux,Medium,Data Breach
D0034,Sensor,Home,253.19,1729,Password,47,FHIR,RTOS,Medium,Phishing
D0049,Sensor,ER,305.92,286,Token,87,JSON,Android,Medium,Phishing
D0042,Infusion Pump,ICU,9.55,4493,Biometric,49,JSON,Linux,Low,Phishing
D0028,Infusion Pump,Clinic,436.13,4775,Biometric,47,XML,Android,Critical,Phishing
D0059,Infusion Pump,Ward,466.09,1590,Two-Factor,84,FHIR,Windows,Low,None
D0042,Implant,Ward,282.78,3993,Token,82,FHIR,RTOS,Low,DoS Attack
D0044,Monitor,ICU,348.48,413,Token,18,JSON,Android,Low,Malware Injection
D0098,Monitor,Home,461.29,2418,Token,66,JSON,RTOS,Critical,Phishing
D0049,Monitor,Clinic,353.77,335,Biometric,68,HL7,Windows,Critical,Data Breach
D0036,Sensor,Clinic,76.69,198,Password,94,XML,RTOS,Low,Malware Injection
D0097,Sensor,Clinic,288.36,4087,Password,33,HL7,Windows,Medium,None
D0054,Monitor,ER,303.55,4601,Two-Factor,36,JSON,Linux,Low,Malware Injection
D0033,Infusion Pump,Home,212.35,1816,Two-Factor,82,JSON,RTOS,Low,Malware Injection
D0011,Wearable,Ward,368.35,4945,Biometric,19,FHIR,Linux,Low,DoS Attack
D0061,Monitor,Ward,467.22,1062,Password,28,FHIR,Windows,Critical,DoS Attack
D0003,Wearable,Home,462.82,2881,Token,40,HL7,Linux,Low,Phishing
D0096,Monitor,Ward,225.69,2557,Password,84,JSON,Android,High,Data Breach
D0070,Wearable,ER,57.06,1573,Two-Factor,97,XML,Linux,Low,Phishing
D0007,Infusion Pump,Clinic,492.43,2835,Password,76,FHIR,Android,Low,Malware Injection
D0045,Sensor,Ward,419.53,2606,Token,15,FHIR,Windows,High,Phishing
D0029,Monitor,ER,62.77,3775,Two-Factor,41,JSON,Windows,Low,Malware Injection
D0084,Monitor,Clinic,460.46,4626,Biometric,39,XML,RTOS,Low,Data Breach
D0009,Infusion Pump,Home,435.01,1651,Password,2,HL7,Android,Low,None
D0100,Implant,Home,259.66,2458,Password,63,XML,RTOS,Medium,Malware Injection
D0084,Monitor,ER,295.84,390,Biometric,29,JSON,RTOS,Medium,None
D0006,Wearable,ER,199.8,2867,Biometric,74,XML,Windows,Medium,DoS Attack
D0097,Infusion Pump,ER,27.85,2546,Token,66,XML,Linux,High,Phishing
D0004,Implant,Ward,167.93,4980,Password,51,JSON,Windows,Low,Phishing
D0032,Monitor,Home,401.53,1775,Two-Factor,75,HL7,Windows,Low,None
D0026,Monitor,Ward,2.81,1739,Password,77,XML,Linux,Medium,DoS Attack
D0003,Sensor,Ward,167.08,3317,Token,10,JSON,Android,High,DoS Attack
D0080,Implant,Clinic,199.39,4456,Two-Factor,14,XML,Android,High,DoS Attack
D0020,Infusion Pump,ER,268.93,311,Two-Factor,82,JSON,Linux,High,Malware Injection
D0031,Wearable,Ward,459.97,1492,Two-Factor,51,HL7,Linux,Medium,DoS Attack
D0017,Monitor,Clinic,173.5,455,Token,73,FHIR,RTOS,Medium,None
D0061,Infusion Pump,ICU,173.8,2240,Password,39,HL7,Linux,Low,None
D0086,Sensor,Clinic,368.88,4487,Two-Factor,28,FHIR,Linux,Low,Data Breach
D0015,Monitor,ICU,226.38,293,Biometric,3,FHIR,RTOS,Low,Phishing
D0073,Implant,ICU,112.69,4635,Token,84,XML,Android,Medium,Phishing
D0028,Infusion Pump,ICU,226.49,4157,Two-Factor,70,JSON,Linux,Medium,Data Breach
D0060,Wearable,ICU,70.86,610,Token,27,JSON,Linux,High,None
D0090,Sensor,ER,88.61,4187,Biometric,2,JSON,RTOS,Medium,None
D0033,Infusion Pump,Ward,249.43,2775,Two-Factor,93,HL7,Linux,Low,None
D0099,Monitor,Ward,209.75,643,Password,38,HL7,RTOS,Low,Phishing
D0048,Wearable,ICU,457.47,1876,Token,3,HL7,Windows,Medium,DoS Attack
D0022,Monitor,Ward,181.52,3279,Two-Factor,16,HL7,RTOS,Critical,Phishing
D0078,Monitor,ICU,290.5,3337,Two-Factor,94,XML,Windows,High,Data Breach
D0078,Implant,Ward,316.32,4123,Token,40,XML,Windows,Medium,DoS Attack
D0096,Implant,Clinic,7.04,183,Biometric,2,FHIR,RTOS,Critical,Malware Injection
D0092,Monitor,ER,331.94,3188,Token,81,FHIR,RTOS,Low,Malware Injection
D0015,Sensor,Home,89.43,3969,Password,41,JSON,RTOS,Medium,None
D0100,Implant,ICU,480.55,122,Biometric,12,HL7,Android,High,DoS Attack
D0021,Implant,Clinic,74.76,4544,Password,35,XML,Linux,Critical,Phishing
D0040,Implant,Clinic,207.6,4275,Password,65,FHIR,RTOS,Critical,Data Breach
D0014,Implant,ER,43.13,3028,Token,55,JSON,Windows,Medium,None
D0075,Wearable,ER,498.44,4411,Two-Factor,45,JSON,Windows,Medium,None
D0004,Monitor,ICU,251.35,2035,Biometric,79,HL7,RTOS,Critical,DoS Attack
D0040,Wearable,ICU,297.89,842,Password,90,HL7,Linux,Low,Data Breach
D0074,Infusion Pump,Clinic,34,4309,Two-Factor,85,JSON,Linux,High,Malware Injection
D0087,Infusion Pump,Clinic,375.11,144,Two-Factor,62,HL7,Linux,Low,None
D0049,Infusion Pump,ER,105.35,1183,Two-Factor,49,HL7,Windows,Critical,None
D0051,Wearable,ICU,449.08,4967,Biometric,95,FHIR,RTOS,Low,DoS Attack
D0092,Monitor,ICU,102.97,287,Two-Factor,25,FHIR,RTOS,Medium,None
D0026,Infusion Pump,Clinic,95.75,2996,Token,23,FHIR,RTOS,Critical,DoS Attack
D0010,Implant,Home,18.76,2580,Password,24,XML,Windows,High,Data Breach
D0076,Infusion Pump,Clinic,236.3,2010,Two-Factor,38,HL7,RTOS,High,Malware Injection
D0089,Sensor,Home,282.64,1098,Password,28,FHIR,Windows,Low,Malware Injection
D0081,Implant,ICU,33.32,2579,Biometric,21,FHIR,Windows,Low,None
D0032,Implant,Clinic,387.88,3014,Password,54,JSON,Linux,High,None
D0014,Implant,ER,226.92,1013,Two-Factor,18,FHIR,RTOS,Critical,DoS Attack
D0090,Infusion Pump,Ward,262.43,586,Biometric,36,JSON,RTOS,Low,Data Breach
D0099,Implant,ICU,220.66,4273,Biometric,99,HL7,Android,Critical,DoS Attack
D0039,Sensor,ICU,200.68,3729,Biometric,45,JSON,Linux,High,Phishing
D0088,Wearable,Clinic,280.04,4237,Biometric,73,FHIR,Windows,Critical,None
D0077,Sensor,Ward,78.04,3774,Biometric,53,XML,Linux,High,Malware Injection
D0016,Monitor,Ward,91.37,592,Password,30,XML,Android,Critical,Malware Injection
D0073,Implant,Ward,430.96,895,Two-Factor,60,HL7,Linux,Medium,DoS Attack
D0006,Sensor,Clinic,473.08,3653,Password,98,FHIR,Linux,Critical,DoS Attack
D0045,Infusion Pump,Clinic,186.97,3086,Two-Factor,32,HL7,Android,High,None
D0069,Monitor,Home,135.74,2544,Biometric,67,JSON,Linux,Critical,DoS Attack
D0055,Sensor,Home,322.18,4535,Biometric,67,HL7,Linux,Medium,Malware Injection
D0085,Implant,Home,204.66,2769,Token,28,XML,Android,Low,Malware Injection
D0048,Infusion Pump,ER,13.18,1934,Token,44,HL7,Android,Critical,Malware Injection
D0009,Implant,ICU,78.5,4188,Password,79,JSON,Windows,High,Phishing
D0065,Monitor,Home,358.13,4399,Password,41,FHIR,Android,Medium,DoS Attack
D0083,Sensor,ER,329.63,3251,Two-Factor,63,HL7,RTOS,Low,None
D0044,Implant,ER,14.03,2760,Two-Factor,23,JSON,RTOS,Critical,Malware Injection
D0002,Monitor,Clinic,111.38,2003,Token,75,XML,RTOS,Low,Phishing
D0054,Infusion Pump,Ward,115.92,4787,Token,48,FHIR,Windows,Critical,DoS Attack
D0063,Sensor,Ward,336.11,3900,Two-Factor,32,HL7,Linux,Critical,Data Breach
D0014,Sensor,Home,10.35,739,Password,57,HL7,Android,Low,None
D0056,Monitor,ICU,52.5,2000,Two-Factor,33,XML,Windows,Low,None
D0047,Sensor,ICU,400.06,506,Password,24,HL7,Linux,Medium,None
D0082,Infusion Pump,ICU,89.68,2180,Two-Factor,39,XML,Android,Critical,None
D0059,Infusion Pump,ER,326.55,4026,Biometric,34,XML,Linux,Critical,Data Breach
D0091,Sensor,ER,119.47,4294,Biometric,56,FHIR,Android,Low,DoS Attack
D0020,Implant,ER,50.17,1229,Password,28,XML,RTOS,Medium,DoS Attack
D0056,Implant,Clinic,121.96,4335,Password,37,XML,Android,Low,DoS Attack
D0023,Infusion Pump,ER,361.27,3615,Password,7,XML,Android,High,None
D0094,Implant,ICU,427.92,932,Token,68,HL7,Windows,Medium,Data Breach
D0067,Monitor,ICU,415.19,449,Token,37,XML,Windows,High,Phishing
D0084,Wearable,Ward,198.89,658,Two-Factor,56,XML,Windows,Medium,None
D0035,Sensor,ICU,334.21,1688,Token,65,XML,RTOS,Critical,Data Breach
D0079,Monitor,ER,102.89,2198,Two-Factor,65,XML,RTOS,Low,Malware Injection
D0069,Infusion Pump,ER,146.93,1432,Two-Factor,47,HL7,Android,Medium,DoS Attack
D0100,Wearable,Home,448.22,1453,Two-Factor,20,XML,Windows,Critical,None
D0062,Infusion Pump,Clinic,6.99,869,Password,19,JSON,RTOS,Critical,None
D0060,Wearable,ICU,43.21,3342,Biometric,29,JSON,RTOS,High,Data Breach
D0056,Monitor,Clinic,104.34,869,Token,74,JSON,Android,High,DoS Attack
D0094,Wearable,ICU,13.75,469,Two-Factor,60,FHIR,Android,Critical,Phishing
D0076,Implant,Ward,91.13,4269,Biometric,18,JSON,Linux,High,Malware Injection
D0035,Monitor,Ward,291.73,4567,Two-Factor,92,JSON,Linux,Critical,Data Breach
D0042,Sensor,Clinic,211,3352,Password,35,FHIR,Android,Critical,Phishing
D0032,Infusion Pump,ER,446.39,1558,Two-Factor,43,HL7,Linux,Critical,Phishing
D0012,Implant,Home,408.81,817,Token,95,HL7,RTOS,High,Malware Injection
D0036,Sensor,ICU,171.24,2094,Biometric,91,FHIR,Android,Medium,Malware Injection
D0058,Wearable,ICU,130.08,2189,Password,11,HL7,Android,Critical,Malware Injection
D0032,Implant,Home,190.16,3079,Two-Factor,49,FHIR,Windows,Low,Phishing
D0097,Sensor,Clinic,295.35,1599,Token,38,XML,RTOS,Low,Data Breach
D0060,Monitor,Clinic,134.4,1814,Token,64,HL7,RTOS,High,Phishing
D0073,Wearable,ICU,312.26,2695,Password,69,FHIR,Windows,Critical,Data Breach
D0079,Sensor,Ward,205,3766,Token,8,XML,Linux,Critical,Phishing
D0086,Wearable,Home,276.25,4655,Token,34,XML,Android,Medium,Malware Injection
D0049,Sensor,ICU,218.35,4531,Token,48,JSON,Linux,Medium,DoS Attack
D0044,Infusion Pump,Ward,147.59,2343,Token,56,FHIR,RTOS,Low,None
D0004,Monitor,Clinic,474.25,4887,Two-Factor,76,FHIR,Linux,Low,Phishing
D0064,Implant,Ward,381.92,2758,Password,65,JSON,RTOS,Low,None
D0042,Sensor,ER,70.49,950,Biometric,31,HL7,Android,Low,None
D0024,Wearable,ICU,434.3,3134,Biometric,4,FHIR,Android,Critical,None
D0063,Monitor,Home,243.97,2059,Token,50,XML,Android,Low,Phishing
D0028,Implant,Ward,447.33,291,Two-Factor,69,FHIR,Windows,Medium,DoS Attack
D0046,Wearable,Clinic,400.03,2435,Token,30,JSON,Windows,Critical,None
D0034,Monitor,Ward,212.89,4318,Token,88,FHIR,Windows,High,Phishing
D0044,Wearable,Clinic,11.72,721,Two-Factor,59,HL7,Android,Medium,Phishing
D0036,Monitor,ER,134.7,213,Password,67,JSON,Android,High,Phishing
D0077,Implant,Clinic,271.05,514,Biometric,75,JSON,Linux,Low,Phishing
D0090,Implant,Home,316.92,3092,Two-Factor,45,XML,RTOS,Low,Phishing
